Image ID,Color Harmony,Compositional Novelty,Subject Clarity,Perceived Technical Complexity,Overall Aesthetic Preference,Style Label
IMG_1279,2.00,3.33,4.00,2.00,2.00,GAN-synthesised
IMG_1280,2.33,4.33,4.00,3.33,3.33,procedural-texture
IMG_1281,3.67,3.00,4.33,4.00,5.00,algorithmic-stroke
IMG_1282,3.33,1.67,2.00,2.00,1.67,GAN-synthesised
IMG_1283,2.33,2.67,4.33,3.33,3.00,procedural-texture
IMG_1284,2.67,4.00,4.33,2.67,3.33,optical-flow
IMG_1285,4.00,2.00,3.33,2.33,2.67,optical-flow
IMG_1286,3.00,2.00,3.67,3.00,3.67,optical-flow
IMG_1287,4.33,2.67,2.00,3.00,3.33,GAN-synthesised
IMG_1288,2.33,3.00,3.33,4.67,2.33,algorithmic-stroke
IMG_1289,4.00,2.00,2.33,3.00,3.00,data-mapping
IMG_1290,3.00,1.33,3.67,2.33,2.00,procedural-texture
IMG_1291,2.33,2.00,2.33,3.33,1.33,GAN-synthesised
IMG_1292,3.00,3.00,2.00,4.00,2.67,optical-flow
IMG_1293,2.00,5.00,3.67,4.67,2.33,glitch
IMG_1294,4.33,1.67,4.33,2.67,3.33,procedural-texture
IMG_1295,1.33,3.33,3.33,4.33,2.00,optical-flow
IMG_1296,4.67,1.67,2.00,4.00,3.67,algorithmic-stroke
IMG_1297,3.00,2.67,3.00,3.00,2.33,GAN-synthesised
IMG_1298,1.67,2.00,3.00,4.00,2.00,optical-flow
IMG_1299,2.33,3.00,2.33,3.33,1.33,shader
IMG_1300,4.33,3.00,3.00,3.33,4.00,particle
IMG_1301,3.67,4.67,4.33,4.67,4.00,noise-field
IMG_1302,4.67,2.00,3.67,1.33,5.00,fractal
IMG_1303,4.00,2.67,3.00,3.33,4.00,GAN-synthesised
IMG_1304,4.00,2.67,3.33,3.67,4.33,algorithmic-stroke
IMG_1305,3.33,2.67,3.67,2.33,3.67,procedural-texture
IMG_1306,2.00,3.33,3.33,5.00,3.00,algorithmic-stroke
IMG_1307,4.00,4.00,2.33,4.33,4.33,particle
IMG_1308,3.67,3.00,4.00,4.00,3.67,algorithmic-stroke
IMG_1309,2.00,4.00,3.67,3.67,2.00,shader
IMG_1310,4.00,3.33,4.33,4.00,4.33,procedural-texture
IMG_1311,2.33,4.00,3.33,4.33,3.00,noise-field
IMG_1312,3.33,2.33,3.00,3.33,3.00,optical-flow
IMG_1313,5.00,2.00,3.67,3.00,4.67,voxel
IMG_1314,4.67,3.33,4.33,1.67,4.67,data-mapping
IMG_1315,2.67,2.33,2.67,3.67,3.00,fractal
IMG_1316,4.33,1.67,1.67,4.00,3.33,algorithmic-stroke
IMG_1317,4.33,2.00,3.67,2.00,3.33,pixel-collage
IMG_1318,2.67,4.33,3.00,4.33,3.67,algorithmic-stroke
IMG_1319,3.67,3.00,2.33,3.67,3.00,glitch
IMG_1320,4.00,1.67,3.33,2.33,3.00,data-mapping
IMG_1321,4.00,4.00,3.33,3.00,3.33,shader
IMG_1322,4.67,2.00,2.33,2.67,3.00,GAN-synthesised
IMG_1323,3.00,4.00,3.67,4.33,4.00,algorithmic-stroke
IMG_1324,5.00,4.00,5.00,3.00,5.00,voxel
IMG_1325,2.67,4.00,2.67,5.00,3.33,noise-field
IMG_1326,4.67,1.00,2.33,2.00,3.33,optical-flow
IMG_1327,2.33,2.00,2.67,2.33,1.67,data-mapping
IMG_1328,3.67,3.33,3.33,3.33,4.67,particle
IMG_1329,3.67,3.33,3.67,3.67,3.67,particle
IMG_1330,4.33,2.67,4.67,2.67,5.00,fractal
IMG_1331,4.00,3.00,2.33,4.33,3.67,algorithmic-stroke
IMG_1332,4.00,2.00,3.33,1.67,3.33,procedural-texture
IMG_1333,4.67,2.67,2.67,3.00,4.33,algorithmic-stroke
IMG_1334,4.67,3.33,3.67,4.00,5.00,algorithmic-stroke
IMG_1335,3.67,3.67,3.33,2.67,3.67,shader
IMG_1336,3.00,2.33,3.33,3.00,3.33,optical-flow
IMG_1337,4.33,1.33,2.33,2.33,3.00,procedural-texture
IMG_1338,5.00,4.00,4.67,3.00,5.00,algorithmic-stroke
IMG_1339,1.67,1.67,2.00,4.00,2.33,algorithmic-stroke
IMG_1340,4.00,4.00,4.67,3.33,4.33,noise-field
IMG_1341,3.67,2.33,3.33,3.00,3.67,optical-flow
IMG_1342,3.33,2.00,3.00,3.33,3.00,algorithmic-stroke
IMG_1343,4.33,3.00,3.67,4.00,5.00,fractal
IMG_1344,3.00,4.33,4.00,3.67,4.00,particle
IMG_1345,3.00,5.00,4.00,3.67,4.67,noise-field
IMG_1346,4.00,2.33,2.33,2.67,3.00,procedural-texture
IMG_1347,2.33,3.00,3.00,3.67,2.33,particle
IMG_1348,2.33,1.33,2.00,2.67,1.67,procedural-texture
IMG_1349,4.00,1.67,3.00,3.00,3.33,fractal
IMG_1350,3.00,4.00,1.67,4.00,3.33,particle
IMG_1351,2.00,4.33,1.67,4.33,2.33,particle
IMG_1352,3.67,1.67,2.67,2.00,2.67,optical-flow
IMG_1353,3.00,4.00,2.33,5.00,4.33,particle
IMG_1354,3.67,4.33,4.00,4.33,3.67,voxel
IMG_1355,4.67,2.00,5.00,2.33,5.00,voxel
IMG_1356,4.00,3.67,4.67,2.33,5.00,data-mapping
IMG_1357,4.67,2.33,4.67,2.33,4.67,data-mapping
IMG_1358,4.67,3.33,2.67,4.00,5.00,particle
IMG_1359,2.67,3.00,2.00,4.67,3.00,algorithmic-stroke
IMG_1360,4.00,4.33,3.33,4.00,4.67,noise-field
IMG_1361,1.67,4.33,3.00,4.67,3.33,particle
IMG_1362,2.00,3.33,2.00,4.00,2.33,glitch
IMG_1363,3.33,3.67,4.00,4.33,4.00,fractal
IMG_1364,2.00,4.00,3.33,4.33,3.00,noise-field
IMG_1365,4.00,2.00,4.67,1.67,4.33,procedural-texture
IMG_1366,4.00,3.67,4.33,2.33,3.67,optical-flow
IMG_1367,3.67,3.33,3.33,2.67,3.33,data-mapping
IMG_1368,4.00,2.67,3.33,3.33,4.00,optical-flow
IMG_1369,5.00,1.67,4.00,2.00,3.67,voxel
IMG_1370,2.67,3.00,2.67,3.00,2.67,procedural-texture
IMG_1371,3.67,2.67,2.67,4.33,3.33,glitch
IMG_1372,3.67,1.67,1.33,2.67,2.33,pixel-collage
IMG_1373,4.00,3.00,3.00,4.33,4.00,algorithmic-stroke
IMG_1374,3.00,2.33,3.67,2.33,2.67,procedural-texture
IMG_1375,3.00,3.00,3.33,3.67,4.00,algorithmic-stroke
IMG_1376,2.67,2.33,3.00,3.33,2.33,data-mapping
IMG_1377,2.67,2.33,3.33,3.00,3.00,procedural-texture
IMG_1378,2.00,4.33,3.67,4.00,3.00,glitch
IMG_1379,3.67,4.33,3.67,3.67,4.00,noise-field
IMG_1380,3.33,3.00,3.33,3.33,4.00,fractal
IMG_1381,2.00,3.00,4.00,3.67,2.67,procedural-texture
IMG_1382,3.00,1.67,2.67,4.00,2.67,algorithmic-stroke
IMG_1383,4.33,2.33,4.00,1.67,4.67,GAN-synthesised
IMG_1384,4.33,1.00,2.67,3.67,3.67,algorithmic-stroke
IMG_1385,2.33,4.67,3.00,4.00,3.00,optical-flow
IMG_1386,3.00,4.00,4.00,4.00,3.67,glitch
IMG_1387,1.67,4.67,3.67,5.00,3.00,particle
IMG_1388,2.00,3.00,4.33,3.67,3.33,optical-flow
IMG_1389,2.33,5.00,3.67,5.00,3.33,glitch
IMG_1390,3.33,5.00,4.00,4.33,4.33,shader
IMG_1391,3.33,2.00,2.00,1.67,2.00,pixel-collage
IMG_1392,4.00,2.33,4.00,3.67,3.67,glitch
IMG_1393,2.00,4.33,3.33,5.00,3.33,algorithmic-stroke
IMG_1394,4.67,3.00,4.00,3.67,4.33,noise-field
IMG_1395,4.67,2.00,2.00,2.33,3.33,GAN-synthesised
IMG_1396,3.00,1.33,3.00,3.33,2.33,procedural-texture
IMG_1397,4.00,2.00,4.67,3.33,3.67,fractal
IMG_1398,4.67,2.00,2.67,3.67,4.67,fractal
IMG_1399,2.00,4.33,4.00,4.00,3.00,glitch
IMG_1400,2.33,5.00,2.67,5.00,2.67,particle
IMG_1401,1.67,2.00,2.33,2.33,2.00,GAN-synthesised
IMG_1402,3.33,4.00,4.33,4.33,5.00,particle
IMG_1403,3.00,3.33,3.67,2.67,4.00,particle
IMG_1404,2.00,3.33,2.00,3.67,2.33,particle
IMG_1405,4.33,2.33,2.67,4.33,3.67,particle
IMG_1406,3.33,2.67,3.67,2.67,2.67,GAN-synthesised
IMG_1407,3.00,3.00,4.33,2.67,2.33,shader
IMG_1408,4.67,1.33,2.67,3.00,4.00,fractal
IMG_1409,2.67,2.67,4.00,2.67,2.67,shader
IMG_1410,3.33,3.33,2.67,4.33,3.00,noise-field
IMG_1411,3.67,2.00,3.67,1.67,2.67,GAN-synthesised
IMG_1412,4.00,3.33,3.00,4.33,3.67,particle
IMG_1413,2.67,4.33,4.67,4.67,5.00,particle
IMG_1414,4.00,3.33,3.33,4.00,4.67,algorithmic-stroke
IMG_1415,4.00,4.00,3.33,2.33,4.00,pixel-collage
IMG_1416,2.67,2.33,4.00,3.33,2.67,optical-flow
IMG_1417,2.00,3.67,4.33,3.33,3.00,shader
IMG_1418,5.00,2.67,3.33,3.33,4.33,fractal
IMG_1419,3.00,3.00,4.67,3.00,3.33,optical-flow
IMG_1420,3.33,3.67,2.67,2.67,2.67,shader
IMG_1421,5.00,2.33,1.67,4.33,4.67,fractal
IMG_1422,3.00,2.33,3.00,2.67,2.33,procedural-texture
IMG_1423,4.00,2.33,1.67,4.00,3.00,algorithmic-stroke
IMG_1424,1.67,4.00,2.33,3.67,1.67,shader
IMG_1425,3.33,3.00,2.00,2.33,1.67,pixel-collage
IMG_1426,3.33,4.00,3.33,3.67,4.33,algorithmic-stroke
IMG_1427,3.33,4.00,3.00,4.00,3.67,algorithmic-stroke
IMG_1428,4.67,4.33,3.33,4.33,4.00,particle
IMG_1429,3.33,2.00,3.67,2.00,3.00,procedural-texture
IMG_1430,4.33,5.00,4.67,3.67,4.67,particle
IMG_1431,3.33,4.00,2.67,4.67,4.00,particle
IMG_1432,4.33,4.00,4.67,4.33,5.00,noise-field
IMG_1433,4.00,3.33,3.33,3.67,4.00,glitch
IMG_1434,3.00,3.00,2.33,5.00,3.00,algorithmic-stroke
IMG_1435,3.33,3.67,3.67,3.00,3.33,optical-flow
IMG_1436,3.33,2.00,3.33,2.33,3.33,fractal
IMG_1437,3.00,4.33,4.00,4.00,4.00,particle
IMG_1438,2.00,3.67,3.33,3.00,2.67,GAN-synthesised
IMG_1439,2.67,1.67,2.00,4.33,1.67,fractal
IMG_1440,4.00,1.00,1.67,1.00,2.00,procedural-texture
IMG_1441,2.33,2.67,2.00,3.67,2.67,algorithmic-stroke
IMG_1442,3.67,3.67,3.33,3.67,3.33,algorithmic-stroke
IMG_1443,4.33,3.33,3.00,4.00,4.67,particle
IMG_1444,4.67,3.00,3.67,3.33,4.67,noise-field
IMG_1445,3.67,4.67,3.00,4.33,4.67,particle
IMG_1446,4.67,1.33,2.00,2.33,3.33,procedural-texture
IMG_1447,4.00,4.33,4.33,4.00,4.33,particle
IMG_1448,4.00,2.67,2.33,3.00,3.67,fractal
IMG_1449,3.33,3.00,3.00,4.00,3.67,algorithmic-stroke
IMG_1450,3.67,3.67,2.67,4.33,3.00,algorithmic-stroke
IMG_1451,4.33,2.67,2.67,4.33,4.00,fractal
IMG_1452,3.33,4.67,3.33,4.00,4.67,particle
IMG_1453,3.33,4.33,3.67,2.33,3.00,pixel-collage
IMG_1454,4.67,4.33,3.67,3.67,3.67,shader
IMG_1455,3.33,3.00,2.00,5.00,3.67,glitch
IMG_1456,3.67,4.67,3.67,3.00,4.33,shader
IMG_1457,4.33,2.67,1.67,4.00,4.67,particle
IMG_1458,3.33,3.00,2.67,2.67,3.67,GAN-synthesised
IMG_1459,2.67,4.33,4.67,3.33,4.67,shader
IMG_1460,2.67,1.33,3.00,3.00,2.67,GAN-synthesised
IMG_1461,4.00,3.67,5.00,3.33,5.00,algorithmic-stroke
IMG_1462,5.00,3.33,2.67,3.00,4.33,particle
IMG_1463,5.00,2.33,3.33,2.67,4.33,particle
IMG_1464,3.00,3.00,3.33,3.67,3.00,glitch
IMG_1465,4.00,4.00,4.00,2.00,4.00,shader
IMG_1466,3.33,3.33,3.33,3.00,4.00,particle
IMG_1467,3.33,4.67,4.00,5.00,4.00,glitch
IMG_1468,2.00,4.00,5.00,2.67,2.33,shader
IMG_1469,2.33,3.00,2.00,3.00,1.67,shader
IMG_1470,5.00,3.33,3.00,3.33,5.00,particle
IMG_1471,4.33,2.00,4.00,2.67,3.33,procedural-texture
IMG_1472,4.33,3.00,2.00,4.00,4.67,particle
IMG_1473,3.00,3.67,3.00,4.33,3.00,particle
IMG_1474,2.33,5.00,5.00,3.00,3.00,shader
IMG_1475,3.67,3.67,2.33,4.33,3.33,algorithmic-stroke
IMG_1476,3.33,2.33,3.33,3.67,3.00,procedural-texture
IMG_1477,2.33,4.33,3.67,4.00,2.67,shader
IMG_1478,4.67,1.67,2.00,1.67,3.67,data-mapping
IMG_1479,2.67,3.00,3.33,2.67,2.67,shader
IMG_1480,5.00,1.00,3.00,2.67,3.67,particle
IMG_1481,2.67,4.67,3.33,3.33,3.67,glitch
IMG_1482,3.00,3.00,4.00,3.67,3.33,procedural-texture
IMG_1483,3.67,4.00,3.67,2.33,2.67,shader
IMG_1484,4.33,2.00,3.67,3.67,5.00,algorithmic-stroke
IMG_1485,3.33,3.67,4.33,3.33,3.33,algorithmic-stroke
IMG_1486,4.67,3.33,4.33,3.67,4.67,particle
IMG_1487,2.33,4.00,4.00,2.33,2.67,procedural-texture
IMG_1488,2.33,1.33,2.33,2.00,1.67,procedural-texture
IMG_1489,4.00,3.33,3.00,3.00,3.67,particle
IMG_1490,2.33,2.67,2.33,2.33,1.67,GAN-synthesised
IMG_1491,4.67,2.67,3.33,3.33,5.00,voxel
IMG_1492,2.00,3.00,3.67,3.00,2.67,procedural-texture
IMG_1493,4.00,3.00,2.00,4.33,4.00,algorithmic-stroke
IMG_1494,4.33,2.00,3.00,2.00,2.67,data-mapping
IMG_1495,3.67,1.33,3.00,4.67,3.33,algorithmic-stroke
IMG_1496,5.00,1.33,2.67,2.33,3.67,data-mapping
IMG_1497,3.00,2.33,1.67,2.00,2.00,optical-flow
IMG_1498,3.67,4.00,4.33,3.33,3.33,optical-flow
IMG_1499,4.00,5.00,3.67,4.33,5.00,glitch
IMG_1500,3.67,2.67,3.00,3.33,3.00,particle
IMG_1501,5.00,2.00,2.33,3.33,3.67,GAN-synthesised
IMG_1502,3.67,2.33,3.67,2.67,3.33,pixel-collage
IMG_1503,2.33,4.33,4.67,3.00,3.33,shader
IMG_1504,4.33,4.67,4.00,4.00,4.33,shader
IMG_1505,3.67,4.00,2.67,4.33,3.67,glitch
IMG_1506,4.67,3.33,4.00,3.33,4.00,voxel
IMG_1507,3.00,3.33,3.67,4.00,3.00,particle
IMG_1508,2.67,4.67,4.00,4.67,3.33,particle
IMG_1509,4.00,1.33,4.00,2.67,3.67,optical-flow
IMG_1510,4.00,1.67,3.67,2.33,4.33,voxel
IMG_1511,2.00,4.00,4.33,3.33,2.67,optical-flow
IMG_1512,3.33,3.67,5.00,3.67,4.33,voxel
IMG_1513,2.67,4.00,4.33,3.33,3.00,optical-flow
IMG_1514,3.33,3.00,4.00,2.33,3.33,pixel-collage
IMG_1515,3.33,1.33,3.00,3.33,2.67,fractal
IMG_1516,3.67,1.33,3.33,2.33,3.00,optical-flow
IMG_1517,2.33,2.00,4.67,2.33,2.67,optical-flow
IMG_1518,4.33,2.00,3.67,2.00,2.33,pixel-collage
IMG_1519,3.00,3.00,4.33,3.33,2.67,algorithmic-stroke
IMG_1520,2.67,4.00,4.00,4.00,3.33,particle
IMG_1521,4.67,2.33,1.67,3.67,3.00,particle
IMG_1522,3.33,4.33,4.33,3.67,4.00,particle
IMG_1523,3.67,3.00,2.33,2.67,2.67,algorithmic-stroke
IMG_1524,3.00,3.00,3.00,4.00,2.33,particle
IMG_1525,5.00,3.33,4.33,1.67,5.00,data-mapping
IMG_1526,4.00,3.00,5.00,1.33,4.67,procedural-texture
IMG_1527,2.67,3.67,4.33,3.67,3.00,optical-flow
IMG_1528,3.33,2.67,4.33,2.33,4.00,GAN-synthesised
IMG_1529,2.67,3.00,3.67,4.00,2.67,algorithmic-stroke
IMG_1530,5.00,1.00,2.67,3.00,4.00,fractal
IMG_1531,3.67,2.33,4.00,3.00,4.00,GAN-synthesised
IMG_1532,3.33,5.00,3.67,4.33,5.00,particle
IMG_1533,3.00,3.00,3.00,3.33,2.67,shader
IMG_1534,2.00,3.33,4.33,2.67,2.67,procedural-texture
IMG_1535,2.67,1.67,2.33,2.00,1.33,procedural-texture
IMG_1536,3.00,4.00,3.00,4.33,3.33,particle
IMG_1537,2.33,3.67,4.67,2.33,3.67,procedural-texture
IMG_1538,3.00,1.33,3.67,2.00,2.33,procedural-texture
IMG_1539,3.33,3.33,2.00,3.33,3.33,algorithmic-stroke
IMG_1540,2.67,4.67,4.00,1.67,2.00,procedural-texture
IMG_1541,3.67,2.67,2.67,3.33,3.00,particle
IMG_1542,3.33,2.67,2.00,3.33,2.33,data-mapping
IMG_1543,4.00,2.33,3.00,4.00,4.00,particle
IMG_1544,4.67,3.00,3.33,3.00,4.33,particle
IMG_1545,3.67,2.33,3.00,3.00,3.00,GAN-synthesised
IMG_1546,4.67,2.00,3.33,3.67,4.00,particle
IMG_1547,3.33,4.00,4.00,4.00,3.67,particle
IMG_1548,3.67,2.67,3.33,4.00,3.33,particle
IMG_1549,2.67,5.00,3.00,4.67,3.00,particle
IMG_1550,4.00,3.33,2.67,3.67,3.67,particle
IMG_1551,3.00,3.00,3.67,4.00,3.33,algorithmic-stroke
IMG_1552,3.33,4.67,3.33,3.33,4.33,particle
IMG_1553,4.00,2.67,4.00,3.67,4.00,optical-flow
IMG_1554,3.33,3.67,4.00,3.00,3.33,procedural-texture
IMG_1555,2.00,3.67,4.00,4.67,2.67,glitch
IMG_1556,3.33,4.33,4.33,4.33,4.00,particle
IMG_1557,2.33,5.00,2.33,5.00,3.00,particle
IMG_1558,2.67,3.33,5.00,2.67,3.33,data-mapping
IMG_1559,2.67,4.67,4.67,3.33,4.00,noise-field
IMG_1560,2.33,2.33,3.00,4.67,2.00,optical-flow
IMG_1561,5.00,1.33,3.33,2.00,4.00,voxel
IMG_1562,4.67,1.67,4.00,2.67,4.67,fractal
IMG_1563,3.67,4.00,3.33,3.33,3.33,particle
IMG_1564,2.33,2.67,3.33,2.33,2.00,optical-flow
IMG_1565,4.67,2.33,2.33,2.00,3.67,pixel-collage
IMG_1566,3.67,3.33,2.67,2.67,3.00,fractal
IMG_1567,4.33,3.00,3.33,3.33,4.33,GAN-synthesised
IMG_1568,4.67,3.00,4.67,2.00,5.00,voxel
IMG_1569,2.33,2.67,4.33,3.33,2.67,procedural-texture
IMG_1570,2.33,2.33,4.67,2.33,2.67,optical-flow
IMG_1571,4.67,3.00,5.00,3.00,5.00,optical-flow
IMG_1572,3.67,2.00,2.00,2.33,1.67,shader
IMG_1573,4.00,4.00,4.00,3.33,4.33,GAN-synthesised
IMG_1574,4.00,3.67,3.67,2.67,3.67,GAN-synthesised
IMG_1575,4.00,3.67,3.00,3.67,4.00,glitch
IMG_1576,4.00,3.00,4.00,3.33,4.00,optical-flow
IMG_1577,4.33,4.00,4.33,3.67,4.67,GAN-synthesised
IMG_1578,4.00,3.00,3.00,2.00,3.00,pixel-collage
IMG_1579,4.00,2.33,3.00,2.67,3.33,fractal
IMG_1580,3.00,2.33,3.33,2.33,3.67,procedural-texture
IMG_1581,3.00,3.67,3.67,2.00,3.67,pixel-collage
IMG_1582,3.67,3.00,2.33,3.33,3.67,GAN-synthesised
IMG_1583,2.33,2.00,3.00,2.33,2.67,GAN-synthesised
IMG_1584,1.67,3.67,2.00,4.33,2.00,particle
IMG_1585,4.67,2.00,2.67,3.33,3.33,GAN-synthesised
IMG_1586,2.33,4.00,5.00,3.67,3.33,particle
IMG_1587,3.00,1.67,3.00,3.00,2.67,procedural-texture
IMG_1588,3.00,3.33,5.00,3.33,2.67,data-mapping
IMG_1589,3.67,1.33,1.67,2.00,2.00,GAN-synthesised
IMG_1590,2.33,2.33,4.00,2.67,3.00,optical-flow
IMG_1591,5.00,1.00,2.00,2.00,3.00,pixel-collage
IMG_1592,2.33,2.00,2.33,2.67,1.00,GAN-synthesised
IMG_1593,2.00,4.33,4.33,2.33,3.00,pixel-collage
IMG_1594,3.33,1.67,3.00,2.33,2.00,GAN-synthesised
IMG_1595,4.33,1.33,2.67,3.67,3.67,particle
IMG_1596,4.33,1.67,3.33,2.67,4.00,procedural-texture
IMG_1597,3.67,4.33,3.67,4.33,4.00,particle
IMG_1598,2.67,1.00,2.00,2.00,3.33,procedural-texture
IMG_1599,4.33,2.33,3.33,3.33,4.00,GAN-synthesised
IMG_1600,2.67,2.00,2.67,2.33,1.67,procedural-texture
IMG_1601,4.00,2.33,2.67,2.00,3.00,optical-flow
IMG_1602,5.00,2.67,2.00,3.67,4.33,particle
IMG_1603,4.33,2.00,3.33,3.33,3.00,procedural-texture
IMG_1604,4.33,3.33,3.33,3.67,4.00,particle
IMG_1605,4.67,3.67,5.00,3.67,5.00,algorithmic-stroke
IMG_1606,3.67,1.67,2.67,3.00,2.67,procedural-texture
IMG_1607,2.00,3.33,3.67,4.00,2.33,algorithmic-stroke
IMG_1608,2.33,4.33,4.00,2.67,3.00,procedural-texture
IMG_1609,3.00,5.00,4.33,4.67,5.00,particle
IMG_1610,3.33,4.33,5.00,2.33,4.33,data-mapping
IMG_1611,3.00,3.00,3.67,3.33,3.33,GAN-synthesised
IMG_1612,2.67,4.00,2.67,2.67,2.67,data-mapping
IMG_1613,3.33,4.33,2.33,3.00,3.33,pixel-collage
IMG_1614,3.67,2.67,4.00,3.00,4.33,fractal
IMG_1615,2.67,2.33,4.00,1.67,2.00,GAN-synthesised
IMG_1616,4.33,2.33,3.33,3.00,4.33,pixel-collage
IMG_1617,3.33,1.33,3.33,2.00,2.67,procedural-texture
IMG_1618,3.67,4.67,3.33,3.00,4.00,shader
IMG_1619,2.33,1.67,4.33,4.33,3.00,algorithmic-stroke
IMG_1620,4.00,2.00,4.00,2.67,4.33,optical-flow
IMG_1621,3.00,4.00,2.67,3.67,2.67,particle
IMG_1622,2.67,1.00,2.67,4.00,2.00,algorithmic-stroke
IMG_1623,3.00,3.33,2.00,3.00,2.00,shader
IMG_1624,3.33,4.67,4.33,4.00,4.33,particle
IMG_1625,2.00,3.33,3.00,4.33,2.33,algorithmic-stroke
IMG_1626,3.00,1.33,2.67,2.67,2.00,pixel-collage
IMG_1627,3.33,4.00,3.00,5.00,4.33,particle
IMG_1628,3.33,4.33,4.00,2.67,3.67,shader
IMG_1629,4.67,2.00,3.33,1.67,3.67,voxel
IMG_1630,4.00,3.33,3.33,3.33,4.00,GAN-synthesised
IMG_1631,4.00,2.67,3.33,3.67,3.67,particle
IMG_1632,3.67,2.00,3.33,3.00,3.00,GAN-synthesised
IMG_1633,3.33,3.00,3.00,4.00,3.33,procedural-texture
IMG_1634,4.00,2.00,2.67,3.67,3.00,optical-flow
IMG_1635,3.00,3.67,3.67,2.33,2.67,pixel-collage
IMG_1636,4.00,3.00,4.33,2.33,3.67,GAN-synthesised
IMG_1637,2.00,4.00,4.67,3.67,3.33,shader
IMG_1638,4.33,1.67,2.00,4.33,4.00,algorithmic-stroke
IMG_1639,2.67,2.67,4.00,4.00,3.67,optical-flow
IMG_1640,2.33,4.33,1.67,4.67,2.67,particle
IMG_1641,3.00,5.00,3.33,4.33,4.00,particle
IMG_1642,4.33,1.33,1.67,2.67,2.67,procedural-texture
IMG_1643,2.67,2.00,3.33,1.67,2.33,pixel-collage
IMG_1644,4.00,1.67,3.00,1.67,3.00,pixel-collage
IMG_1645,3.33,2.33,2.33,3.67,3.00,optical-flow
IMG_1646,4.67,4.00,5.00,4.00,5.00,algorithmic-stroke
IMG_1647,2.00,4.67,4.00,4.00,2.33,shader
IMG_1648,4.33,3.00,3.67,3.00,4.33,GAN-synthesised
IMG_1649,3.00,3.67,3.00,3.00,2.33,shader
IMG_1650,2.33,2.67,4.67,3.00,2.67,data-mapping
IMG_1651,2.00,3.67,3.33,3.33,3.33,particle
IMG_1652,3.67,4.33,3.67,3.33,3.67,shader
IMG_1653,4.00,2.33,3.67,3.67,4.00,data-mapping
IMG_1654,2.67,3.67,5.00,2.67,3.33,optical-flow
IMG_1655,3.33,2.67,3.67,1.67,3.33,pixel-collage
IMG_1656,4.00,1.33,2.33,3.00,3.00,GAN-synthesised
IMG_1657,4.67,1.00,2.67,2.33,2.00,data-mapping
IMG_1658,4.33,2.00,5.00,2.00,4.00,data-mapping
IMG_1659,2.67,2.67,2.33,3.67,2.33,optical-flow
IMG_1660,3.33,3.00,2.67,2.67,3.33,particle
IMG_1661,5.00,1.33,2.67,2.00,3.67,voxel
IMG_1662,3.33,2.33,3.33,2.33,2.67,data-mapping
IMG_1663,4.67,1.33,3.67,3.00,4.67,data-mapping
IMG_1664,2.33,3.33,3.33,4.33,3.33,algorithmic-stroke
IMG_1665,3.00,4.67,4.67,3.33,4.33,glitch
IMG_1666,2.33,2.00,2.33,2.33,2.33,particle
IMG_1667,3.00,3.00,3.67,3.33,3.00,shader
IMG_1668,3.00,4.00,4.00,4.33,3.67,particle
IMG_1669,2.00,3.67,4.00,5.00,3.67,algorithmic-stroke
IMG_1670,2.33,2.33,2.00,3.33,2.33,particle
IMG_1671,2.00,4.33,4.33,3.67,3.33,shader
IMG_1672,3.33,4.67,4.67,4.33,5.00,particle
IMG_1673,3.00,3.00,4.00,3.67,3.00,particle
IMG_1674,2.67,2.00,2.67,4.00,2.67,particle
IMG_1675,2.67,1.33,2.33,2.00,1.00,procedural-texture
IMG_1676,5.00,2.00,3.33,2.33,4.00,data-mapping
IMG_1677,3.67,2.67,3.00,2.33,2.67,data-mapping
IMG_1678,2.33,3.00,3.00,3.00,2.67,optical-flow
IMG_1679,4.00,3.67,3.33,3.00,4.00,shader
IMG_1680,4.33,2.00,4.67,1.67,4.67,data-mapping
IMG_1681,3.00,4.67,4.00,4.33,4.00,particle
IMG_1682,3.00,1.67,3.00,2.67,2.33,procedural-texture
IMG_1683,3.67,2.00,3.67,2.67,3.00,procedural-texture
IMG_1684,2.67,2.33,2.33,2.67,2.33,procedural-texture
IMG_1685,3.33,2.67,3.67,2.67,3.00,data-mapping
IMG_1686,4.00,2.67,4.00,3.33,3.67,data-mapping
IMG_1687,4.33,3.00,3.33,3.67,4.00,algorithmic-stroke
IMG_1688,4.33,3.00,3.67,3.67,4.67,algorithmic-stroke
IMG_1689,4.00,2.67,3.67,2.33,4.33,GAN-synthesised
IMG_1690,4.00,3.00,4.33,3.00,4.00,fractal
IMG_1691,3.67,2.33,3.00,3.67,3.00,algorithmic-stroke
IMG_1692,4.33,3.00,3.67,3.33,4.67,data-mapping
IMG_1693,2.00,2.33,3.67,4.00,2.67,GAN-synthesised
IMG_1694,2.67,4.00,2.33,5.00,3.00,particle
IMG_1695,2.67,4.67,3.00,3.67,3.33,particle
IMG_1696,3.33,2.00,3.00,2.33,2.67,data-mapping
IMG_1697,3.33,3.67,3.67,3.33,3.67,particle
IMG_1698,4.00,4.67,3.00,4.00,4.00,particle
IMG_1699,5.00,3.33,4.33,4.00,4.67,algorithmic-stroke
IMG_1700,4.00,4.33,3.67,4.00,4.67,particle
IMG_1701,2.00,3.67,2.67,5.00,3.00,particle
IMG_1702,2.67,2.67,2.33,4.67,3.00,particle
