图像ID,色彩协调性,构图新颖性,主题清晰度,感知技术复杂度,整体美学偏好,风格标签
IMG_1325,2.67,4.00,2.67,5.00,3.33,噪声场
IMG_1326,4.67,1.00,2.33,2.00,3.33,光流
IMG_1327,2.33,2.00,2.67,2.33,1.67,数据映射
IMG_1328,3.67,3.33,3.33,3.33,4.67,粒子
IMG_1329,3.67,3.33,3.67,3.67,3.67,粒子
IMG_1330,4.33,2.67,4.67,2.67,5.00,分形
IMG_1331,4.00,3.00,2.33,4.33,3.67,算法笔触
IMG_1332,4.00,2.00,3.33,1.67,3.33,程序化纹理
IMG_1333,4.67,2.67,2.67,3.00,4.33,算法笔触
IMG_1334,4.67,3.33,3.67,4.00,5.00,算法笔触
IMG_1335,3.67,3.67,3.33,2.67,3.67,着色器
IMG_1336,3.00,2.33,3.33,3.00,3.33,光流
IMG_1337,4.33,1.33,2.33,2.33,3.00,程序化纹理
IMG_1338,5.00,4.00,4.67,3.00,5.00,算法笔触
IMG_1339,1.67,1.67,2.00,4.00,2.33,算法笔触
IMG_1340,4.00,4.00,4.67,3.33,4.33,噪声场
IMG_1341,3.67,2.33,3.33,3.00,3.67,光流
IMG_1342,3.33,2.00,3.00,3.33,3.00,算法笔触
IMG_1343,4.33,3.00,3.67,4.00,5.00,分形
IMG_1344,3.00,4.33,4.00,3.67,4.00,粒子
IMG_1345,3.00,5.00,4.00,3.67,4.67,噪声场
IMG_1346,4.00,2.33,2.33,2.67,3.00,程序化纹理
IMG_1347,2.33,3.00,3.00,3.67,2.33,粒子
IMG_1348,2.33,1.33,2.00,2.67,1.67,程序化纹理
IMG_1349,4.00,1.67,3.00,3.00,3.33,分形
IMG_1350,3.00,4.00,1.67,4.00,3.33,粒子
IMG_1351,2.00,4.33,1.67,4.33,2.33,粒子
IMG_1352,3.67,1.67,2.67,2.00,2.67,光流
IMG_1353,3.00,4.00,2.33,5.00,4.33,粒子
IMG_1354,3.67,4.33,4.00,4.33,3.67,体素
IMG_1355,4.67,2.00,5.00,2.33,5.00,体素
IMG_1356,4.00,3.67,4.67,2.33,5.00,数据映射
IMG_1357,4.67,2.33,4.67,2.33,4.67,数据映射
IMG_1358,4.67,3.33,2.67,4.00,5.00,粒子
IMG_1359,2.67,3.00,2.00,4.67,3.00,算法笔触
IMG_1360,4.00,4.33,3.33,4.00,4.67,噪声场
IMG_1361,1.67,4.33,3.00,4.67,3.33,粒子
IMG_1362,2.00,3.33,2.00,4.00,2.33,故障
IMG_1363,3.33,3.67,4.00,4.33,4.00,分形
IMG_1364,2.00,4.00,3.33,4.33,3.00,噪声场
IMG_1365,4.00,2.00,4.67,1.67,4.33,程序化纹理
IMG_1366,4.00,3.67,4.33,2.33,3.67,光流
IMG_1367,3.67,3.33,3.33,2.67,3.33,数据映射
IMG_1368,4.00,2.67,3.33,3.33,4.00,光流
IMG_1369,5.00,1.67,4.00,2.00,3.67,体素
IMG_1370,2.67,3.00,2.67,3.00,2.67,程序化纹理
IMG_1371,3.67,2.67,2.67,4.33,3.33,故障
IMG_1372,3.67,1.67,1.33,2.67,2.33,像素拼贴
IMG_1373,4.00,3.00,3.00,4.33,4.00,算法笔触
IMG_1374,3.00,2.33,3.67,2.33,2.67,程序化纹理
IMG_1375,3.00,3.00,3.33,3.67,4.00,算法笔触
IMG_1376,2.67,2.33,3.00,3.33,2.33,数据映射
IMG_1377,2.67,2.33,3.33,3.00,3.00,程序化纹理
IMG_1378,2.00,4.33,3.67,4.00,3.00,故障
IMG_1379,3.67,4.33,3.67,3.67,4.00,噪声场
IMG_1380,3.33,3.00,3.33,3.33,4.00,分形
IMG_1381,2.00,3.00,4.00,3.67,2.67,程序化纹理
IMG_1382,3.00,1.67,2.67,4.00,2.67,算法笔触
IMG_1383,4.33,2.33,4.00,1.67,4.67,GAN 合成
IMG_1384,4.33,1.00,2.67,3.67,3.67,算法笔触
IMG_1385,2.33,4.67,3.00,4.00,3.00,光流
IMG_1386,3.00,4.00,4.00,4.00,3.67,故障
IMG_1387,1.67,4.67,3.67,5.00,3.00,粒子
IMG_1388,2.00,3.00,4.33,3.67,3.33,光流
IMG_1389,2.33,5.00,3.67,5.00,3.33,故障
IMG_1390,3.33,5.00,4.00,4.33,4.33,着色器
IMG_1391,3.33,2.00,2.00,1.67,2.00,像素拼贴
IMG_1392,4.00,2.33,4.00,3.67,3.67,故障
IMG_1393,2.00,4.33,3.33,5.00,3.33,算法笔触
IMG_1394,4.67,3.00,4.00,3.67,4.33,噪声场
IMG_1395,4.67,2.00,2.00,2.33,3.33,GAN 合成
IMG_1396,3.00,1.33,3.00,3.33,2.33,程序化纹理
IMG_1397,4.00,2.00,4.67,3.33,3.67,分形
IMG_1398,4.67,2.00,2.67,3.67,4.67,分形
IMG_1399,2.00,4.33,4.00,4.00,3.00,故障
IMG_1400,2.33,5.00,2.67,5.00,2.67,粒子
IMG_1401,1.67,2.00,2.33,2.33,2.00,GAN 合成
IMG_1402,3.33,4.00,4.33,4.33,5.00,粒子
IMG_1403,3.00,3.33,3.67,2.67,4.00,粒子
IMG_1404,2.00,3.33,2.00,3.67,2.33,粒子
IMG_1405,4.33,2.33,2.67,4.33,3.67,粒子
IMG_1406,3.33,2.67,3.67,2.67,2.67,GAN 合成
IMG_1407,3.00,3.00,4.33,2.67,2.33,着色器
IMG_1408,4.67,1.33,2.67,3.00,4.00,分形
IMG_1409,2.67,2.67,4.00,2.67,2.67,着色器
IMG_1410,3.33,3.33,2.67,4.33,3.00,噪声场
IMG_1411,3.67,2.00,3.67,1.67,2.67,GAN 合成
IMG_1412,4.00,3.33,3.00,4.33,3.67,粒子
IMG_1413,2.67,4.33,4.67,4.67,5.00,粒子
IMG_1414,4.00,3.33,3.33,4.00,4.67,算法笔触
IMG_1415,4.00,4.00,3.33,2.33,4.00,像素拼贴
IMG_1416,2.67,2.33,4.00,3.33,2.67,光流
IMG_1417,2.00,3.67,4.33,3.33,3.00,着色器
IMG_1418,5.00,2.67,3.33,3.33,4.33,分形
IMG_1419,3.00,3.00,4.67,3.00,3.33,光流
IMG_1420,3.33,3.67,2.67,2.67,2.67,着色器
IMG_1421,5.00,2.33,1.67,4.33,4.67,分形
IMG_1422,3.00,2.33,3.00,2.67,2.33,程序化纹理
IMG_1423,4.00,2.33,1.67,4.00,3.00,算法笔触
IMG_1424,1.67,4.00,2.33,3.67,1.67,着色器
IMG_1425,3.33,3.00,2.00,2.33,1.67,像素拼贴
IMG_1426,3.33,4.00,3.33,3.67,4.33,算法笔触
IMG_1427,3.33,4.00,3.00,4.00,3.67,算法笔触
IMG_1428,4.67,4.33,3.33,4.33,4.00,粒子
IMG_1429,3.33,2.00,3.67,2.00,3.00,程序化纹理
IMG_1430,4.33,5.00,4.67,3.67,4.67,粒子
IMG_1431,3.33,4.00,2.67,4.67,4.00,粒子
IMG_1432,4.33,4.00,4.67,4.33,5.00,噪声场
IMG_1433,4.00,3.33,3.33,3.67,4.00,故障
IMG_1434,3.00,3.00,2.33,5.00,3.00,算法笔触
IMG_1435,3.33,3.67,3.67,3.00,3.33,光流
IMG_1436,3.33,2.00,3.33,2.33,3.33,分形
IMG_1437,3.00,4.33,4.00,4.00,4.00,粒子
IMG_1438,2.00,3.67,3.33,3.00,2.67,GAN 合成
IMG_1439,2.67,1.67,2.00,4.33,1.67,分形
IMG_1440,4.00,1.00,1.67,1.00,2.00,程序化纹理
IMG_1441,2.33,2.67,2.00,3.67,2.67,算法笔触
IMG_1442,3.67,3.67,3.33,3.67,3.33,算法笔触
IMG_1443,4.33,3.33,3.00,4.00,4.67,粒子
IMG_1444,4.67,3.00,3.67,3.33,4.67,噪声场
IMG_1445,3.67,4.67,3.00,4.33,4.67,粒子
IMG_1446,4.67,1.33,2.00,2.33,3.33,程序化纹理
IMG_1447,4.00,4.33,4.33,4.00,4.33,粒子
IMG_1448,4.00,2.67,2.33,3.00,3.67,分形
IMG_1449,3.33,3.00,3.00,4.00,3.67,算法笔触
IMG_1450,3.67,3.67,2.67,4.33,3.00,算法笔触
IMG_1451,4.33,2.67,2.67,4.33,4.00,分形
IMG_1452,3.33,4.67,3.33,4.00,4.67,粒子
IMG_1453,3.33,4.33,3.67,2.33,3.00,像素拼贴
IMG_1454,4.67,4.33,3.67,3.67,3.67,着色器
IMG_1455,3.33,3.00,2.00,5.00,3.67,故障
IMG_1456,3.67,4.67,3.67,3.00,4.33,着色器
IMG_1457,4.33,2.67,1.67,4.00,4.67,粒子
IMG_1458,3.33,3.00,2.67,2.67,3.67,GAN 合成
IMG_1459,2.67,4.33,4.67,3.33,4.67,着色器
IMG_1460,2.67,1.33,3.00,3.00,2.67,GAN 合成
IMG_1461,4.00,3.67,5.00,3.33,5.00,算法笔触
IMG_1462,5.00,3.33,2.67,3.00,4.33,粒子
IMG_1463,5.00,2.33,3.33,2.67,4.33,粒子
IMG_1464,3.00,3.00,3.33,3.67,3.00,故障
IMG_1465,4.00,4.00,4.00,2.00,4.00,着色器
IMG_1466,3.33,3.33,3.33,3.00,4.00,粒子
IMG_1467,3.33,4.67,4.00,5.00,4.00,故障
IMG_1468,2.00,4.00,5.00,2.67,2.33,着色器
IMG_1469,2.33,3.00,2.00,3.00,1.67,着色器
IMG_1470,5.00,3.33,3.00,3.33,5.00,粒子
IMG_1471,4.33,2.00,4.00,2.67,3.33,程序化纹理
IMG_1472,4.33,3.00,2.00,4.00,4.67,粒子
IMG_1473,3.00,3.67,3.00,4.33,3.00,粒子
IMG_1474,2.33,5.00,5.00,3.00,3.00,着色器
IMG_1475,3.67,3.67,2.33,4.33,3.33,算法笔触
IMG_1476,3.33,2.33,3.33,3.67,3.00,程序化纹理
IMG_1477,2.33,4.33,3.67,4.00,2.67,着色器
IMG_1478,4.67,1.67,2.00,1.67,3.67,数据映射
IMG_1479,2.67,3.00,3.33,2.67,2.67,着色器
IMG_1480,5.00,1.00,3.00,2.67,3.67,粒子
IMG_1481,2.67,4.67,3.33,3.33,3.67,故障
IMG_1482,3.00,3.00,4.00,3.67,3.33,程序化纹理
IMG_1483,3.67,4.00,3.67,2.33,2.67,着色器
IMG_1484,4.33,2.00,3.67,3.67,5.00,算法笔触
IMG_1485,3.33,3.67,4.33,3.33,3.33,算法笔触
IMG_1486,4.67,3.33,4.33,3.67,4.67,粒子
IMG_1487,2.33,4.00,4.00,2.33,2.67,程序化纹理
IMG_1488,2.33,1.33,2.33,2.00,1.67,程序化纹理
IMG_1489,4.00,3.33,3.00,3.00,3.67,粒子
IMG_1490,2.33,2.67,2.33,2.33,1.67,GAN 合成
IMG_1491,4.67,2.67,3.33,3.33,5.00,体素
IMG_1492,2.00,3.00,3.67,3.00,2.67,程序化纹理
IMG_1493,4.00,3.00,2.00,4.33,4.00,算法笔触
IMG_1494,4.33,2.00,3.00,2.00,2.67,数据映射
IMG_1495,3.67,1.33,3.00,4.67,3.33,算法笔触
IMG_1496,5.00,1.33,2.67,2.33,3.67,数据映射
IMG_1497,3.00,2.33,1.67,2.00,2.00,光流
IMG_1498,3.67,4.00,4.33,3.33,3.33,光流
IMG_1499,4.00,5.00,3.67,4.33,5.00,故障
IMG_1500,3.67,2.67,3.00,3.33,3.00,粒子
IMG_1501,5.00,2.00,2.33,3.33,3.67,GAN 合成
IMG_1502,3.67,2.33,3.67,2.67,3.33,像素拼贴
IMG_1503,2.33,4.33,4.67,3.00,3.33,着色器
IMG_1504,4.33,4.67,4.00,4.00,4.33,着色器
IMG_1505,3.67,4.00,2.67,4.33,3.67,故障
IMG_1506,4.67,3.33,4.00,3.33,4.00,体素
IMG_1507,3.00,3.33,3.67,4.00,3.00,粒子
IMG_1508,2.67,4.67,4.00,4.67,3.33,粒子
IMG_1509,4.00,1.33,4.00,2.67,3.67,光流
IMG_1510,4.00,1.67,3.67,2.33,4.33,体素
IMG_1511,2.00,4.00,4.33,3.33,2.67,光流
IMG_1512,3.33,3.67,5.00,3.67,4.33,体素
IMG_1513,2.67,4.00,4.33,3.33,3.00,光流
IMG_1514,3.33,3.00,4.00,2.33,3.33,像素拼贴
IMG_1515,3.33,1.33,3.00,3.33,2.67,分形
IMG_1516,3.67,1.33,3.33,2.33,3.00,光流
IMG_1517,2.33,2.00,4.67,2.33,2.67,光流
IMG_1518,4.33,2.00,3.67,2.00,2.33,像素拼贴
IMG_1519,3.00,3.00,4.33,3.33,2.67,算法笔触
IMG_1520,2.67,4.00,4.00,4.00,3.33,粒子
IMG_1521,4.67,2.33,1.67,3.67,3.00,粒子
IMG_1522,3.33,4.33,4.33,3.67,4.00,粒子
IMG_1523,3.67,3.00,2.33,2.67,2.67,算法笔触
IMG_1524,3.00,3.00,3.00,4.00,2.33,粒子
IMG_1525,5.00,3.33,4.33,1.67,5.00,数据映射
IMG_1526,4.00,3.00,5.00,1.33,4.67,程序化纹理
IMG_1527,2.67,3.67,4.33,3.67,3.00,光流
IMG_1528,3.33,2.67,4.33,2.33,4.00,GAN 合成
IMG_1529,2.67,3.00,3.67,4.00,2.67,算法笔触
IMG_1530,5.00,1.00,2.67,3.00,4.00,分形
IMG_1531,3.67,2.33,4.00,3.00,4.00,GAN 合成
IMG_1532,3.33,5.00,3.67,4.33,5.00,粒子
IMG_1533,3.00,3.00,3.00,3.33,2.67,着色器
IMG_1534,2.00,3.33,4.33,2.67,2.67,程序化纹理
IMG_1535,2.67,1.67,2.33,2.00,1.33,程序化纹理
IMG_1536,3.00,4.00,3.00,4.33,3.33,粒子
IMG_1537,2.33,3.67,4.67,2.33,3.67,程序化纹理
IMG_1538,3.00,1.33,3.67,2.00,2.33,程序化纹理
IMG_1539,3.33,3.33,2.00,3.33,3.33,算法笔触
IMG_1540,2.67,4.67,4.00,1.67,2.00,程序化纹理
IMG_1541,3.67,2.67,2.67,3.33,3.00,粒子
IMG_1542,3.33,2.67,2.00,3.33,2.33,数据映射
IMG_1543,4.00,2.33,3.00,4.00,4.00,粒子
IMG_1544,4.67,3.00,3.33,3.00,4.33,粒子
IMG_1545,3.67,2.33,3.00,3.00,3.00,GAN 合成
IMG_1546,4.67,2.00,3.33,3.67,4.00,粒子
IMG_1547,3.33,4.00,4.00,4.00,3.67,粒子
IMG_1548,3.67,2.67,3.33,4.00,3.33,粒子
IMG_1549,2.67,5.00,3.00,4.67,3.00,粒子
IMG_1550,4.00,3.33,2.67,3.67,3.67,粒子
IMG_1551,3.00,3.00,3.67,4.00,3.33,算法笔触
IMG_1552,3.33,4.67,3.33,3.33,4.33,粒子
IMG_1553,4.00,2.67,4.00,3.67,4.00,光流
IMG_1554,3.33,3.67,4.00,3.00,3.33,程序化纹理
IMG_1555,2.00,3.67,4.00,4.67,2.67,故障
IMG_1556,3.33,4.33,4.33,4.33,4.00,粒子
IMG_1557,2.33,5.00,2.33,5.00,3.00,粒子
IMG_1558,2.67,3.33,5.00,2.67,3.33,数据映射
IMG_1559,2.67,4.67,4.67,3.33,4.00,噪声场
IMG_1560,2.33,2.33,3.00,4.67,2.00,光流
IMG_1561,5.00,1.33,3.33,2.00,4.00,体素
IMG_1562,4.67,1.67,4.00,2.67,4.67,分形
IMG_1563,3.67,4.00,3.33,3.33,3.33,粒子
IMG_1564,2.33,2.67,3.33,2.33,2.00,光流
IMG_1565,4.67,2.33,2.33,2.00,3.67,像素拼贴
IMG_1566,3.67,3.33,2.67,2.67,3.00,分形
IMG_1567,4.33,3.00,3.33,3.33,4.33,GAN 合成
IMG_1568,4.67,3.00,4.67,2.00,5.00,体素
IMG_1569,2.33,2.67,4.33,3.33,2.67,程序化纹理
IMG_1570,2.33,2.33,4.67,2.33,2.67,光流
IMG_1571,4.67,3.00,5.00,3.00,5.00,光流
IMG_1572,3.67,2.00,2.00,2.33,1.67,着色器
IMG_1573,4.00,4.00,4.00,3.33,4.33,GAN 合成
IMG_1574,4.00,3.67,3.67,2.67,3.67,GAN 合成
IMG_1575,4.00,3.67,3.00,3.67,4.00,故障
IMG_1576,4.00,3.00,4.00,3.33,4.00,光流
IMG_1577,4.33,4.00,4.33,3.67,4.67,GAN 合成
IMG_1578,4.00,3.00,3.00,2.00,3.00,像素拼贴
IMG_1579,4.00,2.33,3.00,2.67,3.33,分形
IMG_1580,3.00,2.33,3.33,2.33,3.67,程序化纹理
IMG_1581,3.00,3.67,3.67,2.00,3.67,像素拼贴
IMG_1582,3.67,3.00,2.33,3.33,3.67,GAN 合成
IMG_1583,2.33,2.00,3.00,2.33,2.67,GAN 合成
IMG_1584,1.67,3.67,2.00,4.33,2.00,粒子
IMG_1585,4.67,2.00,2.67,3.33,3.33,GAN 合成
IMG_1586,2.33,4.00,5.00,3.67,3.33,粒子
IMG_1587,3.00,1.67,3.00,3.00,2.67,程序化纹理
IMG_1588,3.00,3.33,5.00,3.33,2.67,数据映射
IMG_1589,3.67,1.33,1.67,2.00,2.00,GAN 合成
IMG_1590,2.33,2.33,4.00,2.67,3.00,光流
IMG_1591,5.00,1.00,2.00,2.00,3.00,像素拼贴
IMG_1592,2.33,2.00,2.33,2.67,1.00,GAN 合成
IMG_1593,2.00,4.33,4.33,2.33,3.00,像素拼贴
IMG_1594,3.33,1.67,3.00,2.33,2.00,GAN 合成
IMG_1595,4.33,1.33,2.67,3.67,3.67,粒子
IMG_1596,4.33,1.67,3.33,2.67,4.00,程序化纹理
IMG_1597,3.67,4.33,3.67,4.33,4.00,粒子
IMG_1598,2.67,1.00,2.00,2.00,3.33,程序化纹理
IMG_1599,4.33,2.33,3.33,3.33,4.00,GAN 合成
IMG_1600,2.67,2.00,2.67,2.33,1.67,程序化纹理
IMG_1601,4.00,2.33,2.67,2.00,3.00,光流
IMG_1602,5.00,2.67,2.00,3.67,4.33,粒子
IMG_1603,4.33,2.00,3.33,3.33,3.00,程序化纹理
IMG_1604,4.33,3.33,3.33,3.67,4.00,粒子
IMG_1605,4.67,3.67,5.00,3.67,5.00,算法笔触
IMG_1606,3.67,1.67,2.67,3.00,2.67,程序化纹理
IMG_1607,2.00,3.33,3.67,4.00,2.33,算法笔触
IMG_1608,2.33,4.33,4.00,2.67,3.00,程序化纹理
IMG_1609,3.00,5.00,4.33,4.67,5.00,粒子
IMG_1610,3.33,4.33,5.00,2.33,4.33,数据映射
IMG_1611,3.00,3.00,3.67,3.33,3.33,GAN 合成
IMG_1612,2.67,4.00,2.67,2.67,2.67,数据映射
IMG_1613,3.33,4.33,2.33,3.00,3.33,像素拼贴
IMG_1614,3.67,2.67,4.00,3.00,4.33,分形
IMG_1615,2.67,2.33,4.00,1.67,2.00,GAN 合成
IMG_1616,4.33,2.33,3.33,3.00,4.33,像素拼贴
IMG_1617,3.33,1.33,3.33,2.00,2.67,程序化纹理
IMG_1618,3.67,4.67,3.33,3.00,4.00,着色器
IMG_1619,2.33,1.67,4.33,4.33,3.00,算法笔触
IMG_1620,4.00,2.00,4.00,2.67,4.33,光流
IMG_1621,3.00,4.00,2.67,3.67,2.67,粒子
IMG_1622,2.67,1.00,2.67,4.00,2.00,算法笔触
IMG_1623,3.00,3.33,2.00,3.00,2.00,着色器
IMG_1624,3.33,4.67,4.33,4.00,4.33,粒子
IMG_1625,2.00,3.33,3.00,4.33,2.33,算法笔触
IMG_1626,3.00,1.33,2.67,2.67,2.00,像素拼贴
IMG_1627,3.33,4.00,3.00,5.00,4.33,粒子
IMG_1628,3.33,4.33,4.00,2.67,3.67,着色器
IMG_1629,4.67,2.00,3.33,1.67,3.67,体素
IMG_1630,4.00,3.33,3.33,3.33,4.00,GAN 合成
IMG_1631,4.00,2.67,3.33,3.67,3.67,粒子
IMG_1632,3.67,2.00,3.33,3.00,3.00,GAN 合成
IMG_1633,3.33,3.00,3.00,4.00,3.33,程序化纹理
IMG_1634,4.00,2.00,2.67,3.67,3.00,光流
IMG_1635,3.00,3.67,3.67,2.33,2.67,像素拼贴
IMG_1636,4.00,3.00,4.33,2.33,3.67,GAN 合成
IMG_1637,2.00,4.00,4.67,3.67,3.33,着色器
IMG_1638,4.33,1.67,2.00,4.33,4.00,算法笔触
IMG_1639,2.67,2.67,4.00,4.00,3.67,光流
IMG_1640,2.33,4.33,1.67,4.67,2.67,粒子
IMG_1641,3.00,5.00,3.33,4.33,4.00,粒子
IMG_1642,4.33,1.33,1.67,2.67,2.67,程序化纹理
IMG_1643,2.67,2.00,3.33,1.67,2.33,像素拼贴
IMG_1644,4.00,1.67,3.00,1.67,3.00,像素拼贴
IMG_1645,3.33,2.33,2.33,3.67,3.00,光流
IMG_1646,4.67,4.00,5.00,4.00,5.00,算法笔触
IMG_1647,2.00,4.67,4.00,4.00,2.33,着色器
IMG_1648,4.33,3.00,3.67,3.00,4.33,GAN 合成
IMG_1649,3.00,3.67,3.00,3.00,2.33,着色器
IMG_1650,2.33,2.67,4.67,3.00,2.67,数据映射
IMG_1651,2.00,3.67,3.33,3.33,3.33,粒子
IMG_1652,3.67,4.33,3.67,3.33,3.67,着色器
IMG_1653,4.00,2.33,3.67,3.67,4.00,数据映射
IMG_1654,2.67,3.67,5.00,2.67,3.33,光流
IMG_1655,3.33,2.67,3.67,1.67,3.33,像素拼贴
IMG_1656,4.00,1.33,2.33,3.00,3.00,GAN 合成
IMG_1657,4.67,1.00,2.67,2.33,2.00,数据映射
IMG_1658,4.33,2.00,5.00,2.00,4.00,数据映射
IMG_1659,2.67,2.67,2.33,3.67,2.33,光流
IMG_1660,3.33,3.00,2.67,2.67,3.33,粒子
IMG_1661,5.00,1.33,2.67,2.00,3.67,体素
IMG_1662,3.33,2.33,3.33,2.33,2.67,数据映射
IMG_1663,4.67,1.33,3.67,3.00,4.67,数据映射
IMG_1664,2.33,3.33,3.33,4.33,3.33,算法笔触
IMG_1665,3.00,4.67,4.67,3.33,4.33,故障
IMG_1666,2.33,2.00,2.33,2.33,2.33,粒子
IMG_1667,3.00,3.00,3.67,3.33,3.00,着色器
IMG_1668,3.00,4.00,4.00,4.33,3.67,粒子
IMG_1669,2.00,3.67,4.00,5.00,3.67,算法笔触
IMG_1670,2.33,2.33,2.00,3.33,2.33,粒子
IMG_1671,2.00,4.33,4.33,3.67,3.33,着色器
IMG_1672,3.33,4.67,4.67,4.33,5.00,粒子
IMG_1673,3.00,3.00,4.00,3.67,3.00,粒子
IMG_1674,2.67,2.00,2.67,4.00,2.67,粒子
IMG_1675,2.67,1.33,2.33,2.00,1.00,程序化纹理
IMG_1676,5.00,2.00,3.33,2.33,4.00,数据映射
IMG_1677,3.67,2.67,3.00,2.33,2.67,数据映射
IMG_1678,2.33,3.00,3.00,3.00,2.67,光流
IMG_1679,4.00,3.67,3.33,3.00,4.00,着色器
IMG_1680,4.33,2.00,4.67,1.67,4.67,数据映射
IMG_1681,3.00,4.67,4.00,4.33,4.00,粒子
IMG_1682,3.00,1.67,3.00,2.67,2.33,程序化纹理
IMG_1683,3.67,2.00,3.67,2.67,3.00,程序化纹理
IMG_1684,2.67,2.33,2.33,2.67,2.33,程序化纹理
IMG_1685,3.33,2.67,3.67,2.67,3.00,数据映射
IMG_1686,4.00,2.67,4.00,3.33,3.67,数据映射
IMG_1687,4.33,3.00,3.33,3.67,4.00,算法笔触
IMG_1688,4.33,3.00,3.67,3.67,4.67,算法笔触
IMG_1689,4.00,2.67,3.67,2.33,4.33,GAN 合成
IMG_1690,4.00,3.00,4.33,3.00,4.00,分形
IMG_1691,3.67,2.33,3.00,3.67,3.00,算法笔触
IMG_1692,4.33,3.00,3.67,3.33,4.67,数据映射
IMG_1693,2.00,2.33,3.67,4.00,2.67,GAN 合成
IMG_1694,2.67,4.00,2.33,5.00,3.00,粒子
IMG_1695,2.67,4.67,3.00,3.67,3.33,粒子
IMG_1696,3.33,2.00,3.00,2.33,2.67,数据映射
IMG_1697,3.33,3.67,3.67,3.33,3.67,粒子
IMG_1698,4.00,4.67,3.00,4.00,4.00,粒子
IMG_1699,5.00,3.33,4.33,4.00,4.67,算法笔触
IMG_1700,4.00,4.33,3.67,4.00,4.67,粒子
IMG_1701,2.00,3.67,2.67,5.00,3.00,粒子
IMG_1702,2.67,2.67,2.33,4.67,3.00,粒子
IMG_1703,2.00,2.67,2.67,4.67,2.33,算法笔触
IMG_1704,3.33,3.33,2.67,3.33,4.00,粒子
IMG_1705,3.33,4.67,2.67,4.67,4.33,粒子
IMG_1706,3.00,4.00,3.33,3.00,3.67,分形
IMG_1707,2.00,2.67,2.67,4.33,1.67,程序化纹理
IMG_1708,4.67,4.00,4.00,2.00,4.67,数据映射
IMG_1709,2.67,2.33,1.67,3.00,1.67,光流
IMG_1710,2.00,3.00,3.00,2.33,2.33,着色器
IMG_1711,2.33,2.00,2.33,2.67,2.00,着色器
IMG_1712,1.67,4.00,2.00,4.33,1.67,粒子
IMG_1713,3.67,2.00,3.33,2.67,2.67,光流
IMG_1714,3.33,5.00,5.00,3.67,4.00,着色器
IMG_1715,3.33,5.00,4.00,4.33,3.67,故障
IMG_1716,3.00,4.00,2.33,4.33,3.00,噪声场
IMG_1717,2.00,3.00,4.00,4.00,2.33,故障
IMG_1718,2.33,2.33,5.00,2.33,2.33,数据映射
IMG_1719,1.67,3.67,3.00,4.33,1.67,粒子
IMG_1720,3.67,3.67,2.67,3.67,3.33,GAN 合成
IMG_1721,2.00,5.00,3.33,2.00,2.67,着色器
IMG_1722,2.00,2.00,3.00,3.33,2.67,分形
IMG_1723,2.33,3.33,4.00,4.00,2.67,光流
IMG_1724,2.00,2.67,2.33,3.67,2.00,GAN 合成
IMG_1725,3.67,4.67,4.00,4.33,4.33,粒子
IMG_1726,2.33,2.67,3.33,3.33,2.67,分形
IMG_1727,4.67,1.33,4.00,2.00,3.00,程序化纹理
IMG_1728,2.67,3.00,3.67,5.00,2.67,算法笔触
IMG_1729,2.67,4.33,2.67,4.67,3.33,粒子
IMG_1730,4.33,2.33,3.33,2.67,4.67,光流
IMG_1731,2.33,3.00,3.33,3.00,2.33,光流
IMG_1732,2.33,2.67,2.67,4.00,1.67,算法笔触
IMG_1733,2.33,2.00,3.33,2.00,1.67,程序化纹理
IMG_1734,3.00,4.67,3.67,4.00,3.67,粒子
IMG_1735,2.67,3.67,4.00,4.00,3.33,噪声场
IMG_1736,3.00,2.00,3.00,2.67,2.67,着色器
IMG_1737,3.33,2.67,2.67,3.33,2.33,程序化纹理
IMG_1738,3.00,1.67,1.33,3.00,2.00,光流
IMG_1739,3.67,2.00,3.33,2.67,2.00,光流
IMG_1740,2.00,4.67,3.33,5.00,3.00,粒子
IMG_1741,3.00,1.33,2.33,2.00,1.67,光流
IMG_1742,2.67,2.67,1.33,3.00,1.33,粒子
IMG_1743,3.33,2.00,3.00,1.33,2.67,体素
IMG_1744,2.33,4.00,2.67,4.67,2.33,噪声场
IMG_1745,3.67,5.00,3.67,4.67,4.33,粒子
IMG_1746,2.33,2.33,2.67,3.00,1.67,着色器
IMG_1747,2.33,1.67,4.00,3.33,2.33,分形
IMG_1748,3.67,3.00,2.00,4.00,4.33,粒子
IMG_1749,2.67,4.00,3.67,3.33,2.67,着色器
IMG_1750,4.00,3.00,2.33,2.67,2.67,数据映射
IMG_1751,3.00,2.00,1.00,3.00,1.33,GAN 合成
IMG_1752,2.33,1.33,2.33,4.33,2.33,分形
IMG_1753,2.00,2.33,4.33,3.67,2.33,程序化纹理
IMG_1754,1.67,4.00,3.00,5.00,3.00,故障
IMG_1755,3.33,3.33,3.67,2.00,3.00,数据映射
IMG_1756,2.00,3.00,4.00,3.33,2.00,光流
IMG_1757,2.00,1.00,3.33,2.33,2.00,光流
IMG_1758,3.33,3.00,2.33,3.33,3.00,着色器
IMG_1759,3.67,2.33,2.67,3.33,2.67,GAN 合成
IMG_1760,4.33,1.00,2.00,2.00,2.67,数据映射
IMG_1761,3.00,2.00,2.67,2.00,2.33,程序化纹理
IMG_1762,3.00,4.33,2.67,2.67,3.00,光流
